City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,chumikan,54.7183,135.315,-21.63,81,74,8.58,RU,1675396788
275,togur,58.3631,82.8265,-14.27,95,100,0.49,RU,1675396789
276,atar,20.5169,-13.0499,17.19,15,99,6.32,MR,1675396789
277,iqaluit,63.7506,-68.5145,-39.15,67,20,1.54,CA,1675396789
278,severo-kurilsk,50.6789,156.125,-1.42,86,100,12.25,RU,1675396790
279,simao,22.7886,100.9748,17.43,56,100,1.83,CN,1675396790
280,cozumel,20.5083,-86.9458,25.04,83,75,2.06,MX,1675396503
281,kununurra,-15.7667,128.7333,35.99,38,20,1.54,AU,1675396791
282,cururupu,-1.8283,-44.8683,22.58,98,97,0.62,BR,1675396791
283,olden,61.8364,6.8064,0.41,84,100,3.29,NO,1675396791
284,montague,42.5356,-72.5351,0.1,58,3,0.45,US,1675396792
285,tete,-16.1564,33.5867,23.05,100,40,0.0,MZ,1675396792
286,fairbanks,64.8378,-147.7164,-13.84,83,100,1.54,US,1675396500
287,nouadhibou,20.931,-17.0347,17.99,42,100,4.63,MR,1675396793
288,kendari,-3.945,122.4989,25.45,86,100,1.32,ID,1675396793
289,tasiilaq,65.6145,-37.6368,-4.87,85,100,11.77,GL,1675396793
290,ramotswa,-24.8716,25.8699,19.79,79,91,0.91,BW,1675396794
291,telemaco borba,-24.3239,-50.6156,18.54,100,99,1.15,BR,1675396794
292,lagoa,39.05,-27.9833,14.88,86,8,11.01,PT,1675396795
293,carballo,43.213,-8.691,5.68,77,0,1.48,ES,1675396795
294,hilo,19.7297,-155.09,26.27,77,40,5.66,US,1675396705
295,saint-jean-port-joli,47.2171,-70.2658,-2.62,82,100,11.15,CA,1675396796
296,embonas,36.2269,27.8564,7.07,68,100,1.5,GR,1675396796
297,dicabisagan,17.0818,122.4157,26.35,75,51,3.1,PH,1675396797
298,mount isa,-20.7333,139.5,30.87,27,77,6.17,AU,1675396797
299,bongandanga,1.5,21.05,19.81,82,42,0.45,CD,1675396798
300,tutubigan,11.8397,125.0614,26.55,84,59,3.81,PH,1675396798
301,marawi,7.9986,124.2928,26.37,63,100,3.63,PH,1675396799
302,longyan,25.1072,117.0225,21.05,65,65,1.07,CN,1675396799
303,longyearbyen,78.2186,15.6401,-17.83,84,96,1.59,SJ,1675396799
304,kulhudhuffushi,6.6221,73.07,26.59,74,57,5.3,MV,1675396800
305,cockburn town,21.4612,-71.1419,24.99,70,4,9.01,TC,1675396800
306,kupang,-10.1667,123.5833,28.32,83,75,4.12,ID,1675396801
307,deer lake,49.1667,-57.4316,-18.08,85,100,1.03,CA,1675396801
308,dargaville,-35.9333,173.8833,24.48,83,100,2.94,NZ,1675396802
309,cairns,-16.9167,145.7667,35.59,75,40,4.63,AU,1675396512
310,bambous virieux,-20.3428,57.7575,25.68,94,75,1.54,MU,1675396803
311,port-cartier,50.0334,-66.8654,-6.88,95,100,5.37,CA,1675396806
312,soyo,-6.1349,12.3689,26.58,88,97,3.5,AO,1675396811
313,norman wells,65.282,-126.8329,-37.98,67,40,0.0,CA,1675396817
314,egvekinot,66.3167,-179.1667,-27.1,89,15,8.14,RU,1675396822
315,mecca,21.4267,39.8261,17.4,46,0,1.51,SA,1675396817
316,mahon,39.8885,4.2658,11.31,71,75,6.17,ES,1675396832
317,port lincoln,-34.7333,135.8667,16.75,55,88,10.4,AU,1675396834
318,yen bai,21.7,104.8667,20.14,92,100,0.53,VN,1675396683
319,huron,41.1501,-82.5499,-1.13,74,83,7.93,US,1675396838
320,kaitangata,-46.2817,169.8464,19.7,84,64,2.5,NZ,1675396839
321,ambulu,-8.345,113.6058,24.91,87,100,1.07,ID,1675396839
322,honiara,-9.4333,159.95,28.54,81,99,2.48,SB,1675396840
323,faanui,-16.4833,-151.75,27.27,78,15,8.21,PF,1675396840
324,ikwiriri,-7.9562,38.9716,23.58,96,100,0.49,TZ,1675396840
325,morondava,-20.2833,44.2833,25.79,84,24,1.83,MG,1675396841
326,mwinilunga,-11.7358,24.4293,15.63,98,99,0.76,ZM,1675396841
327,coahuayana,18.7333,-103.6833,21.38,69,49,1.76,MX,1675396842
328,pokrovsk,48.282,37.1758,-2.6,93,83,3.91,UA,1675396842
329,sinnamary,5.3833,-52.95,23.72,90,94,3.72,GF,1675396843
330,taitung,22.7583,121.1444,25.15,65,40,4.12,TW,1675396307
331,jumla,29.2747,82.1838,10.99,14,12,1.46,NP,1675396846
332,kavieng,-2.5744,150.7967,29.15,70,95,3.53,PG,1675396847
333,tolaga bay,-38.3667,178.3,22.24,81,98,5.41,NZ,1675396847
334,boysun,38.2061,67.1986,4.84,67,87,1.75,UZ,1675396847
335,praia da vitoria,38.7333,-27.0667,15.42,88,40,7.81,PT,1675396848
336,kenora,49.8167,-94.4337,-28.46,63,20,2.57,CA,1675396618
337,yinchuan,38.4681,106.2731,-1.44,26,0,1.41,CN,1675396848
338,buin,-33.7333,-70.75,27.29,32,0,0.54,CL,1675396849
339,nanga eboko,4.6833,12.3667,18.71,59,90,0.28,CM,1675396849
340,newcastle,-32.9272,151.7765,33.32,32,0,4.63,AU,1675396770
341,nome,64.5011,-165.4064,-19.5,87,10,2.41,US,1675396849
342,havre-saint-pierre,50.2334,-63.5986,-5.8,68,100,4.12,CA,1675396850
343,sipe sipe,-17.45,-66.3833,15.09,71,100,2.59,BO,1675396851
344,bilibino,68.0546,166.4372,-15.7,94,100,0.46,RU,1675396851
345,san rafael del sur,11.8485,-86.4384,23.54,65,97,6.74,NI,1675396852
346,panalingaan,8.7842,117.4231,29.59,62,100,1.15,PH,1675396852
347,kashi,39.4547,75.9797,-6.44,73,20,5.0,CN,1675396852
348,hobyo,5.3505,48.5268,24.59,65,40,7.57,SO,1675396853
349,taywarah,33.35,64.4167,-2.54,98,88,1.86,AF,1675396853
350,mersing,2.4312,103.8405,25.95,89,40,2.06,MY,1675396853
351,half moon bay,37.4636,-122.4286,14.95,51,0,7.2,US,1675396756
352,kiruna,67.8557,20.2251,-22.49,84,42,3.09,SE,1675396854
353,fare,-16.7,-151.0167,27.13,79,6,7.6,PF,1675396854
354,beyneu,45.3167,55.2,-0.3,90,84,4.52,KZ,1675396855
355,guozhen,34.3659,107.359,8.08,39,5,0.59,CN,1675396855
356,buy,58.4786,41.53,-4.33,95,100,3.56,RU,1675396760
357,deloraine,-41.5333,146.6667,17.3,67,53,0.89,AU,1675396856
358,bulungu,-4.55,18.6,20.18,93,10,0.31,CD,1675396856
359,balykshi,47.0667,51.8667,-7.0,79,0,3.0,KZ,1675396856
360,praya,14.9215,-23.5087,20.3,73,20,7.72,CV,1675396638
361,gisors,49.2818,1.7801,7.55,97,39,2.88,FR,1675396857
362,yerbogachen,61.2767,108.0108,-17.32,95,99,3.1,RU,1675396858
363,naudero,27.6648,68.3622,10.01,26,0,1.04,PK,1675396858
364,lima,-12.0432,-77.0282,24.39,79,98,7.2,PE,1675396403
365,hasaki,35.7333,140.8333,7.38,56,100,5.78,JP,1675396859
366,grindavik,63.8424,-22.4338,3.26,81,75,12.35,IS,1675396859
367,aksu,41.1231,80.2644,-4.36,73,100,1.08,CN,1675396860
368,port blair,11.6667,92.75,29.02,70,20,4.12,IN,1675396860
369,mathbaria,22.2876,89.9593,23.26,39,6,4.38,BD,1675396860
370,boyany,48.2708,26.1262,3.52,84,90,7.86,UA,1675396861
371,yulara,-25.2406,130.9889,27.95,28,0,6.14,AU,1675396862
372,usinsk,65.9939,57.5281,-8.89,95,100,6.13,RU,1675396862
373,tura,25.5198,90.2201,23.87,37,0,1.01,IN,1675396863
374,state college,40.7934,-77.86,0.46,55,75,8.75,US,1675396864
375,udachnyy,66.4167,112.4,-29.2,74,100,1.49,RU,1675396865
376,zaysan,47.4667,84.8667,-9.04,92,100,0.74,KZ,1675396866
377,preobrazheniye,42.9019,133.9064,-6.9,37,1,1.89,RU,1675396867
378,gazli,40.1333,63.45,3.13,85,14,3.47,UZ,1675396868
379,pachperwa,27.5167,82.65,17.75,53,0,0.6,IN,1675396868
380,lac du bonnet,50.2536,-96.0612,-34.16,99,25,1.77,CA,1675396869
381,robertsport,6.7533,-11.3686,25.45,89,1,1.11,LR,1675396870
382,bandar-e lengeh,26.5579,54.8807,19.06,82,40,3.09,IR,1675396870
383,sitka,57.0531,-135.33,3.94,87,100,2.57,US,1675396871
384,hualmay,-11.0964,-77.6139,22.17,84,100,3.72,PE,1675396872
385,tuatapere,-46.1333,167.6833,25.12,60,66,0.49,NZ,1675396873
386,eydhafushi,5.1033,73.0708,26.42,74,15,5.72,MV,1675396874
387,iquitos,-3.7481,-73.2472,26.02,78,75,2.57,PE,1675396875
388,santa cruz,-17.8,-63.1667,23.7,94,40,1.54,BO,1675396316
389,pryluky,50.5932,32.3876,-0.03,95,100,3.26,UA,1675396876
390,northam,51.0333,-4.2167,9.66,96,83,6.4,GB,1675396877
391,mount gambier,-37.8333,140.7667,14.11,66,92,7.08,AU,1675396877
392,puerto madryn,-42.7692,-65.0385,20.22,74,1,4.85,AR,1675396838
393,saint-augustin,51.226,-58.6502,-14.14,96,100,2.5,CA,1675396879
394,zarasai,55.7333,26.25,-5.71,96,76,2.92,LT,1675396880
395,mankera,31.3866,71.4407,18.73,24,83,1.27,PK,1675396880
396,oudtshoorn,-33.5907,22.2014,15.2,82,3,1.23,ZA,1675396881
397,tessalit,20.1986,1.0114,12.42,20,6,6.51,ML,1675396881
398,belmonte,-15.8631,-38.8828,24.03,81,2,2.02,BR,1675396882
399,manokwari,-0.8667,134.0833,29.0,69,100,4.51,ID,1675396882
400,ancud,-41.8697,-73.8203,13.25,93,7,1.61,CL,1675396883
401,lasa,46.6166,10.7002,2.49,82,41,3.57,IT,1675396883
402,najran,17.4924,44.1277,14.36,45,2,1.87,SA,1675396868
403,goulburn,-34.75,149.7167,19.76,25,1,8.32,AU,1675396854
404,durham,36.0335,-78.8664,6.58,91,100,0.45,US,1675396772
405,pemangkat,1.1667,108.9667,28.26,71,100,0.81,ID,1675396884
406,kilindoni,-7.9139,39.6668,27.16,76,94,0.46,TZ,1675396885
407,luwuk,-0.9516,122.7875,30.56,58,99,0.53,ID,1675396885
408,sheboygan,43.7333,-87.9334,-13.12,50,0,4.12,US,1675396838
409,gijon,43.5357,-5.6615,6.67,90,6,1.34,ES,1675396785
410,sasovo,54.3537,41.9199,-4.92,96,100,3.34,RU,1675396886
411,ballina,-28.8667,153.5667,34.45,66,5,6.27,AU,1675396887
412,fandriana,-20.2333,47.3833,15.87,91,100,1.01,MG,1675396887
413,limbang,4.75,115.0,28.92,58,85,0.53,MY,1675396888
414,college,64.8569,-147.8028,-13.85,82,100,1.54,US,1675396773
415,tumpat,6.1978,102.171,28.38,83,40,5.14,MY,1675396479
416,abay,49.6311,72.8539,-16.79,89,91,3.14,KZ,1675396889
417,oranjemund,-28.55,16.4333,15.16,93,7,4.49,NA,1675396889
418,wentzville,38.8114,-90.8529,-0.59,52,7,4.02,US,1675396890
419,mbulu,-3.85,35.5333,13.85,86,64,1.0,TZ,1675396891
420,talara,-4.5772,-81.2719,24.48,81,57,3.95,PE,1675396891
421,buraydah,26.326,43.975,8.25,55,0,3.87,SA,1675396892
422,hargeysa,9.56,44.065,14.5,87,87,5.98,SO,1675396892
423,hailey,43.5196,-114.3153,-6.08,63,0,5.14,US,1675396624
424,champerico,14.3,-91.9167,25.8,71,48,2.68,GT,1675396893
425,langsa,4.4683,97.9683,29.88,64,93,1.97,ID,1675396893
426,pitimbu,-7.4706,-34.8086,26.33,73,13,5.19,BR,1675396894
427,iwanai,42.9744,140.5089,-4.87,78,100,7.15,JP,1675396894
428,lashio,22.9333,97.75,27.31,33,24,0.81,MM,1675396894
429,sangar,63.9242,127.4739,-29.1,89,100,5.15,RU,1675396895
430,kendal,54.3268,-2.7476,11.73,91,100,7.74,GB,1675396895
431,bria,6.5423,21.9863,20.97,29,51,1.64,CF,1675396896
432,fortuna,40.5982,-124.1573,17.19,21,0,8.75,US,1675396896
433,sept-iles,50.2001,-66.3821,-6.71,93,100,9.26,CA,1675396842
434,safaga,26.7292,33.9365,13.93,52,2,5.97,EG,1675396695
435,bilma,18.6853,12.9164,16.31,20,0,3.78,NE,1675396897
436,tabas,33.5959,56.9244,10.36,53,1,0.94,IR,1675396897
437,bobo dioulasso,11.1771,-4.2979,24.25,19,0,3.6,BF,1675396898
438,sobolevo,54.4299,31.8996,-3.01,96,99,3.27,RU,1675396898
439,burnie,-41.0667,145.9167,15.2,61,30,3.66,AU,1675396899
440,pedernales,18.0384,-71.744,24.27,68,14,2.5,DO,1675396899
441,kieta,-6.2167,155.6333,28.4,78,71,2.59,PG,1675396900
442,yining,29.0361,114.5636,7.94,69,100,0.3,CN,1675396900
443,skibbereen,51.55,-9.2667,10.62,86,43,5.49,IE,1675396901
444,nelson bay,-32.7167,152.15,33.33,54,10,0.89,AU,1675396901
445,swellendam,-34.0226,20.4417,16.59,81,0,1.66,ZA,1675396902
446,biak,-0.9131,122.8766,28.69,61,99,1.0,ID,1675396902
447,prieska,-29.6641,22.7474,20.33,46,0,0.27,ZA,1675396902
448,bukachacha,52.9833,116.9167,-15.24,70,41,1.3,RU,1675396903
449,prudentopolis,-25.2131,-50.9778,19.32,100,99,1.59,BR,1675396903
450,alexander city,32.944,-85.9539,8.88,100,100,2.06,US,1675396903
451,itoman,26.1247,127.6694,20.22,62,75,6.17,JP,1675396904
452,dunedin,-45.8742,170.5036,22.17,69,42,2.62,NZ,1675396856
453,bossangoa,6.4926,17.4552,22.25,35,26,1.53,CF,1675396905
454,eyl,7.9803,49.8164,22.86,70,29,5.82,SO,1675396905
455,tres arroyos,-38.3739,-60.2798,16.11,93,60,2.61,AR,1675396905
456,codrington,-38.2667,141.9667,15.58,59,70,10.61,AU,1675396906
457,kedrovyy,56.1667,91.8167,-19.77,86,19,0.65,RU,1675396907
458,tomatlan,19.9333,-105.25,20.0,64,6,1.49,MX,1675396907
459,along,28.1667,94.7667,22.37,31,0,0.34,IN,1675396908
460,sorland,67.667,12.6934,0.92,76,70,5.78,NO,1675396908
461,alofi,-19.0595,-169.9187,21.94,100,100,1.54,NU,1675396908
462,saint-denis,48.9167,2.3333,8.45,80,100,4.63,FR,1675396363
463,baykit,61.67,96.37,-17.63,99,96,1.13,RU,1675396909
464,barcelona,41.3888,2.159,10.86,64,0,7.2,ES,1675396755
465,harer,9.3094,42.1258,13.45,55,100,4.55,ET,1675396910
466,aliartos,38.3667,23.1,3.34,72,22,2.41,GR,1675396911
467,nieuw amsterdam,5.8833,-55.0833,24.09,90,69,2.93,SR,1675396911
468,debre sina,9.85,39.7667,8.16,68,91,0.69,ET,1675396911
469,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.67,54,75,9.0,RU,1675396912
470,maamba,-17.3667,27.15,19.6,94,100,0.83,ZM,1675396912
471,ola,59.5833,151.2833,-9.92,82,28,2.76,RU,1675396913
472,aleksandrov gay,50.147,48.5704,-1.75,99,100,0.89,RU,1675396913
473,plettenberg bay,-34.0527,23.3716,17.02,88,7,0.76,ZA,1675396914
474,hirara,24.8,125.2833,21.15,73,75,7.72,JP,1675396914
475,zyryanka,65.75,150.85,-30.4,99,95,0.31,RU,1675396915
476,nicolas bravo,18.45,-88.9167,20.4,98,15,1.05,MX,1675396915
477,poum,-20.2333,164.0167,28.11,76,84,8.55,NC,1675396916
478,fort nelson,58.8053,-122.7002,-22.81,82,75,0.0,CA,1675396916
479,kurumkan,54.3,110.3,-18.11,93,97,0.32,RU,1675396916
480,ambilobe,-13.2,49.05,24.63,89,45,0.61,MG,1675396916
481,chifeng,42.2683,118.9636,-2.23,20,68,3.49,CN,1675396917
482,alekseyevka,50.6309,38.6903,-2.91,96,73,4.04,RU,1675396917
483,kirensk,57.7853,108.1119,-11.38,93,100,4.73,RU,1675396918
484,gurlan,41.8447,60.3919,-0.05,84,17,3.36,UZ,1675396918
485,costa rica,-23.4167,-54.65,21.94,95,100,2.02,BR,1675396630
486,erzin,36.9559,36.2,4.21,49,3,1.67,TR,1675396918
487,narasannapeta,18.4167,84.05,25.77,42,8,2.41,IN,1675396919
488,san andres,12.5847,-81.7006,26.01,83,75,6.17,CO,1675396919
489,cidreira,-30.1811,-50.2056,24.53,86,100,4.92,BR,1675396920
490,formosa,-26.1775,-58.1781,24.99,73,0,2.57,AR,1675396920
491,bonthe,7.5264,-12.505,24.75,94,7,1.87,SL,1675396921
492,kusu,33.2831,131.1514,9.94,47,97,2.74,JP,1675396921
493,luganville,-15.5333,167.1667,30.21,66,28,3.42,VU,1675396923
494,mendoza,-32.8908,-68.8272,25.74,50,40,0.0,AR,1675396923
495,lazaro cardenas,17.9583,-102.2,23.17,64,0,1.63,MX,1675396924
496,kita,13.0349,-9.4895,21.26,12,79,2.41,ML,1675396925
497,pucallpa,-8.3791,-74.5539,24.02,88,40,0.0,PE,1675396925
498,peniche,39.3558,-9.3811,9.14,80,0,3.43,PT,1675396926
499,te anau,-45.4167,167.7167,21.22,79,99,1.87,NZ,1675396926
500,metro,-5.1131,105.3067,29.9,66,89,2.02,ID,1675396929
501,mvuma,-19.2792,30.5283,16.79,90,98,2.29,ZW,1675396930
502,porto novo,6.4965,2.6036,27.9,88,0,1.37,BJ,1675396930
503,minsk,53.9,27.5667,-1.14,93,100,5.48,BY,1675396650
504,urozhaynoye,44.7883,44.9228,0.55,86,100,2.64,RU,1675396932
505,conil,44.9673,3.7177,-4.91,98,64,1.67,FR,1675396934
506,shirokiy,49.758,129.523,-17.71,86,26,1.38,RU,1675396936
507,copiapo,-27.3667,-70.3333,15.83,61,0,0.83,CL,1675396936
508,teguldet,57.3064,88.1667,-17.41,99,100,0.31,RU,1675396939
509,liverpool,53.4106,-2.9779,11.35,81,100,5.66,GB,1675396848
510,kommunisticheskiy,61.6789,64.4819,-16.3,99,89,1.85,RU,1675396942
511,general roca,-39.0333,-67.5833,27.55,30,0,7.2,AR,1675396942
512,inhambane,-23.865,35.3833,22.99,88,40,1.54,MZ,1675396943
513,arcachon,44.5875,-1.0519,0.03,93,0,1.54,FR,1675396943
514,madang,-5.2246,145.7966,29.94,68,83,3.83,PG,1675396943
515,abu dhabi,24.4667,54.3667,20.06,80,0,2.06,AE,1675396751
516,waingapu,-9.6567,120.2641,28.65,75,100,5.9,ID,1675396944
517,kyrksaeterora,63.2906,9.0891,-10.54,90,30,2.98,NO,1675396946
518,husavik,66.0449,-17.3389,-2.29,78,63,7.1,IS,1675396948
519,luanda,-8.8368,13.2343,26.0,83,75,3.6,AO,1675396948
520,mayumba,-3.432,10.6554,26.12,87,100,2.53,GA,1675396948
521,yumen,40.2833,97.2,-1.36,28,89,4.5,CN,1675396949
522,korla,41.7597,86.1469,-3.04,54,97,2.67,CN,1675396949
523,puerto carreno,6.189,-67.4859,25.76,53,26,3.12,CO,1675396950
524,villanueva de la serena,38.9766,-5.7974,3.12,70,0,0.76,ES,1675396353
525,chicama,-7.8447,-79.1469,20.3,71,84,2.05,PE,1675396950
526,golspie,57.9727,-3.978,7.86,76,20,6.17,GB,1675396951
527,conde,-7.2597,-34.9075,25.7,83,20,2.57,BR,1675396951
528,curup,-3.4667,102.5333,27.71,53,88,1.86,ID,1675396952
529,moguer,37.2756,-6.8385,5.4,57,0,0.45,ES,1675396952
530,ha tinh,18.3333,105.9,20.27,97,100,1.8,VN,1675396953
531,murray bridge,-35.1167,139.2667,15.74,51,87,10.96,AU,1675396953
532,sola,-13.8833,167.55,28.44,70,15,2.88,VU,1675396857
533,singkawang,0.9,109.0,30.13,64,100,1.09,ID,1675396787
534,alugan,12.2188,125.4808,26.88,82,49,6.81,PH,1675396954
535,beisfjord,68.3751,17.5988,-16.97,74,75,3.68,NO,1675396954
536,ullapool,57.8987,-5.1604,6.31,81,100,9.46,GB,1675396955
537,olutanga,7.3106,122.8464,27.01,73,95,1.52,PH,1675396955
538,acari,-15.4311,-74.6158,24.11,84,80,1.31,PE,1675396955
539,gizo,-8.103,156.8419,28.96,73,86,1.75,SB,1675396956
540,fort saint james,54.4333,-124.25,-1.26,92,100,2.8,CA,1675396956
541,vila franca do campo,37.7167,-25.4333,15.23,79,87,5.1,PT,1675396957
542,mogadishu,2.0371,45.3438,23.0,85,8,6.2,SO,1675396957
543,hassan,13.0006,76.0994,22.12,37,100,5.97,IN,1675396878
544,tarimoro,20.2833,-100.75,14.46,33,5,1.79,MX,1675396957
545,coolum beach,-26.5333,153.1,35.19,85,46,5.97,AU,1675396958
546,koslan,63.4564,48.8989,-7.55,97,100,1.63,RU,1675396959
547,novobiryusinskiy,56.9578,97.7076,-12.3,93,100,2.05,RU,1675396959
548,coihaique,-45.5752,-72.0662,13.97,72,20,2.06,CL,1675396960
549,jacqueville,5.2052,-4.4146,26.41,86,67,2.38,CI,1675396960
550,merauke,-8.4667,140.3333,28.76,77,97,6.73,ID,1675396874
